IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
35.78.203.139,2087,0,false,ORD,North America,Chicago,70,0.00
52.195.186.96,8880,0,false,ORD,North America,Chicago,70,0.00
54.250.34.224,2087,0,false,ORD,North America,Chicago,70,0.00
54.248.202.102,2053,0,false,ORD,North America,Chicago,70,0.00
54.248.202.102,2096,0,false,ORD,North America,Chicago,70,0.00
54.249.77.109,8880,0,false,ORD,North America,Chicago,70,0.00
54.238.145.180,2087,0,false,ORD,North America,Chicago,70,0.00
52.197.171.240,8080,0,false,ORD,North America,Chicago,70,0.00
54.92.118.92,8080,0,false,ORD,North America,Chicago,70,0.00
52.197.171.240,8443,0,false,ORD,North America,Chicago,70,0.00
13.231.157.41,2086,0,false,ORD,North America,Chicago,70,0.00
35.76.121.61,8880,0,false,ORD,North America,Chicago,70,0.00
52.197.171.240,2096,0,false,ORD,North America,Chicago,70,0.00
13.124.156.22,2083,0,false,ORD,North America,Chicago,70,0.00
13.114.22.141,443,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2083,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,2052,0,false,ORD,North America,Chicago,71,0.00
52.195.188.239,2086,0,false,ORD,North America,Chicago,71,0.00
13.231.149.166,2095,0,false,ORD,North America,Chicago,71,0.00
54.248.202.102,2082,0,false,ORD,North America,Chicago,71,0.00
54.250.34.224,443,0,false,ORD,North America,Chicago,71,0.00
52.197.171.240,80,0,false,ORD,North America,Chicago,71,0.00
54.92.118.92,8443,0,false,ORD,North America,Chicago,71,0.00
18.181.186.10,2086,0,false,ORD,North America,Chicago,71,0.00
52.197.171.240,8880,0,false,ORD,North America,Chicago,71,0.00
35.78.105.160,8443,0,false,ORD,North America,Chicago,71,0.00
54.238.145.180,8080,0,false,ORD,North America,Chicago,71,0.00
54.92.118.92,2086,0,false,ORD,North America,Chicago,71,0.00
54.248.202.102,2052,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2082,0,false,ORD,North America,Chicago,71,0.00
35.76.121.61,2095,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,8080,0,false,ORD,North America,Chicago,71,0.00
35.76.121.61,2053,0,false,ORD,North America,Chicago,71,0.00
3.39.235.191,2096,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,2086,0,false,ORD,North America,Chicago,71,0.00
13.125.152.55,8080,0,false,ORD,North America,Chicago,71,0.00
52.195.188.239,2053,0,false,ORD,North America,Chicago,71,0.00
52.195.188.239,80,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,2087,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,8080,0,false,ORD,North America,Chicago,71,0.00
3.38.255.4,2082,0,false,ORD,North America,Chicago,71,0.00
13.114.22.141,8080,0,false,ORD,North America,Chicago,71,0.00
54.250.34.224,80,0,false,ORD,North America,Chicago,71,0.00
35.78.105.160,8080,0,false,ORD,North America,Chicago,71,0.00
18.183.218.235,8443,0,false,ORD,North America,Chicago,71,0.00
54.250.34.224,8080,0,false,ORD,North America,Chicago,71,0.00
54.92.118.92,2052,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,2052,0,false,ORD,North America,Chicago,71,0.00
13.114.22.141,2095,0,false,ORD,North America,Chicago,71,0.00
54.92.118.92,8880,0,false,ORD,North America,Chicago,71,0.00
52.197.171.240,2086,0,false,ORD,North America,Chicago,71,0.00
35.78.105.160,2082,0,false,ORD,North America,Chicago,71,0.00
35.78.203.139,2086,0,false,ORD,North America,Chicago,71,0.00
35.76.121.61,8080,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2086,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,2086,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,80,0,false,ORD,North America,Chicago,71,0.00
54.250.34.224,2096,0,false,ORD,North America,Chicago,71,0.00
54.238.145.180,2082,0,false,ORD,North America,Chicago,71,0.00
54.248.202.102,2086,0,false,ORD,North America,Chicago,71,0.00
54.92.118.92,2083,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2052,0,false,ORD,North America,Chicago,71,0.00
54.180.154.164,80,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,2087,0,false,ORD,North America,Chicago,71,0.00
52.197.171.240,2087,0,false,ORD,North America,Chicago,71,0.00
35.76.121.61,2083,0,false,ORD,North America,Chicago,71,0.00
13.114.22.141,2087,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,2087,0,false,ORD,North America,Chicago,71,0.00
13.125.195.4,80,0,false,ORD,North America,Chicago,71,0.00
54.150.100.19,80,0,false,ORD,North America,Chicago,71,0.00
35.76.121.61,8443,0,false,ORD,North America,Chicago,71,0.00
54.180.137.28,80,0,false,ORD,North America,Chicago,71,0.00
52.195.188.239,8443,0,false,ORD,North America,Chicago,71,0.00
52.197.171.240,2082,0,false,ORD,North America,Chicago,71,0.00
54.249.77.109,80,0,false,ORD,North America,Chicago,71,0.00
54.180.137.28,2096,0,false,ORD,North America,Chicago,71,0.00
13.231.149.166,2083,0,false,ORD,North America,Chicago,71,0.00
13.125.127.188,2083,0,false,ORD,North America,Chicago,71,0.00
13.125.184.67,2095,0,false,ORD,North America,Chicago,71,0.00
54.180.137.28,2095,0,false,ORD,North America,Chicago,71,0.00
13.124.14.112,8443,0,false,ORD,North America,Chicago,71,0.00
52.79.164.240,2095,0,false,ORD,North America,Chicago,71,0.00
54.180.158.228,2086,0,false,ORD,North America,Chicago,71,0.00
3.39.250.3,2086,0,false,ORD,North America,Chicago,71,0.00
52.195.186.96,2083,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,8880,0,false,ORD,North America,Chicago,71,0.00
13.115.97.47,2082,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,443,0,false,ORD,North America,Chicago,71,0.00
18.181.186.10,8880,0,false,ORD,North America,Chicago,71,0.00
13.124.4.229,2053,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,8443,0,false,ORD,North America,Chicago,71,0.00
13.126.172.123,2052,0,false,ORD,North America,Chicago,71,0.00
18.181.186.10,2082,0,false,ORD,North America,Chicago,71,0.00
54.180.154.164,2095,0,false,ORD,North America,Chicago,71,0.00
3.35.217.93,2082,0,false,ORD,North America,Chicago,71,0.00
3.38.115.25,2095,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,80,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,2053,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,2083,0,false,ORD,North America,Chicago,71,0.00
54.248.202.102,2087,0,false,ORD,North America,Chicago,71,0.00
13.124.14.112,2086,0,false,ORD,North America,Chicago,71,0.00
54.168.232.38,8080,0,false,ORD,North America,Chicago,71,0.00
35.78.77.61,2087,0,false,ORD,North America,Chicago,71,0.00
3.38.150.199,443,0,false,ORD,North America,Chicago,71,0.00
35.78.83.0,2083,0,false,ORD,North America,Chicago,72,0.00
3.38.193.73,2082,0,false,ORD,North America,Chicago,72,0.00
15.165.235.179,2053,0,false,ORD,North America,Chicago,72,0.00
3.39.235.191,8443,0,false,ORD,North America,Chicago,72,0.00
54.180.137.28,8443,0,false,ORD,North America,Chicago,72,0.00
13.124.156.22,2087,0,false,ORD,North America,Chicago,72,0.00
18.181.186.10,80,0,false,ORD,North America,Chicago,72,0.00
54.168.232.38,2095,0,false,ORD,North America,Chicago,72,0.00
54.180.158.228,2096,0,false,ORD,North America,Chicago,72,0.00
13.125.200.125,2083,0,false,ORD,North America,Chicago,72,0.00
13.125.199.5,80,0,false,SIN,Asia Pacific,Singapore,72,0.00
54.248.202.102,2083,0,false,ORD,North America,Chicago,72,0.00
3.35.217.93,443,0,false,ORD,North America,Chicago,72,0.00
3.38.193.73,2096,0,false,ORD,North America,Chicago,72,0.00
54.168.232.38,2082,0,false,ORD,North America,Chicago,72,0.00
54.248.202.102,8443,0,false,ORD,North America,Chicago,72,0.00
3.36.49.56,2087,0,false,ORD,North America,Chicago,72,0.00
35.78.203.139,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.203.139,2082,0,false,ORD,North America,Chicago,72,0.00
35.78.105.160,2087,0,false,ORD,North America,Chicago,72,0.00
13.231.157.41,2087,0,false,ORD,North America,Chicago,72,0.00
3.35.217.93,80,0,false,ORD,North America,Chicago,72,0.00
35.78.77.61,443,0,false,ORD,North America,Chicago,72,0.00
54.249.77.109,2095,0,false,ORD,North America,Chicago,72,0.00
13.125.174.99,2083,0,false,ORD,North America,Chicago,72,0.00
18.183.218.235,2053,0,false,ORD,North America,Chicago,72,0.00
35.78.77.61,2052,0,false,ORD,North America,Chicago,72,0.00
13.124.156.22,2095,0,false,ORD,North America,Chicago,72,0.00
18.181.186.10,2053,0,false,ORD,North America,Chicago,72,0.00
52.195.188.239,2083,0,false,ORD,North America,Chicago,72,0.00
54.248.202.102,8880,0,false,ORD,North America,Chicago,72,0.00
52.195.188.239,443,0,false,ORD,North America,Chicago,72,0.00
3.38.255.4,80,0,false,ORD,North America,Chicago,72,0.00
13.208.42.191,2086,0,false,ORD,North America,Chicago,72,0.00
13.114.22.141,80,0,false,ORD,North America,Chicago,72,0.00
35.78.77.61,8443,0,false,ORD,North America,Chicago,72,0.00
54.248.202.102,80,0,false,ORD,North America,Chicago,72,0.00
13.125.174.99,443,0,false,ORD,North America,Chicago,72,0.00
52.197.171.240,2095,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,2086,0,false,ORD,North America,Chicago,72,0.00
35.78.105.160,443,0,false,ORD,North America,Chicago,72,0.00
13.125.200.125,8080,0,false,ORD,North America,Chicago,72,0.00
35.78.77.61,2083,0,false,ORD,North America,Chicago,72,0.00
15.168.14.187,443,0,false,ORD,North America,Chicago,72,0.00
35.78.109.235,2052,0,false,ORD,North America,Chicago,72,0.00
13.124.56.123,2053,0,false,ORD,North America,Chicago,72,0.00
43.207.200.148,443,0,false,ORD,North America,Chicago,72,0.00
13.208.172.79,80,0,false,ORD,North America,Chicago,72,0.00
35.78.105.160,2083,0,false,ORD,North America,Chicago,72,0.00
35.78.105.160,2052,0,false,ORD,North America,Chicago,72,0.00
15.168.14.187,2087,0,false,ORD,North America,Chicago,72,0.00
15.152.37.66,2087,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,2095,0,false,ORD,North America,Chicago,72,0.00
3.39.235.191,8880,0,false,ORD,North America,Chicago,72,0.00
52.195.186.96,443,0,false,ORD,North America,Chicago,73,0.00
13.208.43.137,2095,0,false,ORD,North America,Chicago,73,0.00
54.92.118.92,2053,0,false,ORD,North America,Chicago,73,0.00
54.168.232.38,2096,0,false,ORD,North America,Chicago,73,0.00
35.78.77.61,80,0,false,ORD,North America,Chicago,73,0.00
15.168.11.213,80,0,false,ORD,North America,Chicago,73,0.00
15.168.11.38,2087,0,false,ORD,North America,Chicago,73,0.00
52.195.188.239,8080,0,false,ORD,North America,Chicago,73,0.00
54.250.34.224,2086,0,false,ORD,North America,Chicago,73,0.00
15.168.136.228,2086,0,false,ORD,North America,Chicago,73,0.00
18.181.186.10,2096,0,false,ORD,North America,Chicago,73,0.00
52.79.164.240,2086,0,false,ORD,North America,Chicago,73,0.00
13.208.168.179,8443,0,false,ORD,North America,Chicago,73,0.00
13.208.168.179,443,0,false,ORD,North America,Chicago,73,0.00
35.78.109.235,2087,0,false,ORD,North America,Chicago,73,0.00
54.180.154.164,2087,0,false,ORD,North America,Chicago,73,0.00
52.79.164.240,8443,0,false,ORD,North America,Chicago,73,0.00
13.125.174.99,8443,0,false,ORD,North America,Chicago,73,0.00
13.124.4.229,443,0,false,ORD,North America,Chicago,73,0.00
13.208.244.75,2096,0,false,ORD,North America,Chicago,73,0.00
35.78.109.235,8880,0,false,ORD,North America,Chicago,73,0.00
15.168.9.77,8880,0,false,ORD,North America,Chicago,73,0.00
54.180.154.164,2053,0,false,ORD,North America,Chicago,73,0.00
15.168.62.140,443,0,false,ORD,North America,Chicago,73,0.00
52.195.186.96,2053,0,false,ORD,North America,Chicago,73,0.00
18.181.186.10,443,0,false,ORD,North America,Chicago,73,0.00
54.250.34.224,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.42.191,8443,0,false,ORD,North America,Chicago,73,0.00
54.249.77.109,2096,0,false,ORD,North America,Chicago,73,0.00
15.168.9.77,80,0,false,ORD,North America,Chicago,73,0.00
15.168.62.140,8443,0,false,ORD,North America,Chicago,73,0.00
35.78.109.235,8080,0,false,ORD,North America,Chicago,73,0.00
35.78.203.139,8880,0,false,ORD,North America,Chicago,73,0.00
15.152.31.153,2096,0,false,ORD,North America,Chicago,73,0.00
13.208.192.103,2053,0,false,ORD,North America,Chicago,73,0.00
18.183.218.235,2086,0,false,ORD,North America,Chicago,73,0.00
54.92.118.92,80,0,false,ORD,North America,Chicago,73,0.00
13.208.241.69,2082,0,false,ORD,North America,Chicago,73,0.00
13.208.110.179,80,0,false,ORD,North America,Chicago,73,0.00
13.231.47.219,80,0,false,ORD,North America,Chicago,73,0.00
15.168.136.228,8443,0,false,ORD,North America,Chicago,73,0.00
15.168.14.57,8880,0,false,ORD,North America,Chicago,73,0.00
13.208.43.137,2082,0,false,ORD,North America,Chicago,73,0.00
13.124.56.123,2095,0,false,ORD,North America,Chicago,73,0.00
13.125.174.99,8880,0,false,ORD,North America,Chicago,73,0.00
52.195.186.96,8080,0,false,ORD,North America,Chicago,73,0.00
13.125.195.4,2052,0,false,ORD,North America,Chicago,73,0.00
13.114.22.141,2096,0,false,ORD,North America,Chicago,73,0.00
3.38.150.199,80,0,false,ORD,North America,Chicago,73,0.00
35.78.203.139,8443,0,false,ORD,North America,Chicago,73,0.00
35.78.83.0,443,0,false,ORD,North America,Chicago,73,0.00
15.152.37.66,8880,0,false,ORD,North America,Chicago,73,0.00
35.78.105.160,2053,0,false,ORD,North America,Chicago,73,0.00
52.195.186.96,2096,0,false,ORD,North America,Chicago,73,0.00
15.168.9.77,2095,0,false,ORD,North America,Chicago,73,0.00
13.115.99.58,8443,0,false,ORD,North America,Chicago,73,0.00
35.78.77.61,8080,0,false,ORD,North America,Chicago,73,0.00
35.78.203.139,2053,0,false,ORD,North America,Chicago,73,0.00
13.208.176.216,8443,0,false,ORD,North America,Chicago,73,0.00
3.38.169.0,2053,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,2095,0,false,ORD,North America,Chicago,74,0.00
54.180.137.28,2083,0,false,ORD,North America,Chicago,74,0.00
52.79.248.104,2082,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,2096,0,false,ORD,North America,Chicago,74,0.00
54.180.158.228,2082,0,false,ORD,North America,Chicago,74,0.00
13.208.73.164,8080,0,false,ORD,North America,Chicago,74,0.00
18.181.186.10,8080,0,false,ORD,North America,Chicago,74,0.00
35.78.83.0,8880,0,false,ORD,North America,Chicago,74,0.00
13.124.56.123,2086,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,2053,0,false,ORD,North America,Chicago,74,0.00
13.208.241.69,2086,0,false,ORD,North America,Chicago,74,0.00
3.39.235.191,2053,0,false,ORD,North America,Chicago,74,0.00
13.124.14.112,2052,0,false,ORD,North America,Chicago,74,0.00
43.207.200.148,2052,0,false,ORD,North America,Chicago,74,0.00
52.195.186.96,2082,0,false,ORD,North America,Chicago,74,0.00
52.195.186.96,2052,0,false,ORD,North America,Chicago,74,0.00
35.78.83.0,2096,0,false,ORD,North America,Chicago,74,0.00
13.208.183.220,8080,0,false,ORD,North America,Chicago,74,0.00
54.180.137.28,2053,0,false,ORD,North America,Chicago,74,0.00
18.181.186.10,2083,0,false,ORD,North America,Chicago,74,0.00
13.125.152.55,2052,0,false,ORD,North America,Chicago,74,0.00
13.125.127.188,2087,0,false,ORD,North America,Chicago,74,0.00
13.208.183.220,2083,0,false,ORD,North America,Chicago,74,0.00
52.195.186.96,2087,0,false,ORD,North America,Chicago,74,0.00
52.195.188.239,2052,0,false,ORD,North America,Chicago,74,0.00
13.124.4.229,2096,0,false,ORD,North America,Chicago,74,0.00
54.180.137.28,8080,0,false,ORD,North America,Chicago,74,0.00
13.125.174.99,2052,0,false,ORD,North America,Chicago,74,0.00
15.165.235.179,2087,0,false,ORD,North America,Chicago,74,0.00
54.180.154.164,443,0,false,ORD,North America,Chicago,74,0.00
3.35.217.93,2083,0,false,ORD,North America,Chicago,74,0.00
15.165.235.179,2095,0,false,ORD,North America,Chicago,74,0.00
52.195.188.239,2087,0,false,ORD,North America,Chicago,74,0.00
43.206.104.239,8443,0,false,ORD,North America,Chicago,74,0.00
13.125.195.4,2096,0,false,ORD,North America,Chicago,74,0.00
52.195.188.239,2095,0,false,ORD,North America,Chicago,74,0.00
13.124.14.112,2096,0,false,ORD,North America,Chicago,74,0.00
35.78.109.235,80,0,false,ORD,North America,Chicago,74,0.00
3.38.150.199,2095,0,false,ORD,North America,Chicago,74,0.00
13.125.127.188,8880,0,false,ORD,North America,Chicago,74,0.00
35.78.77.61,2086,0,false,ORD,North America,Chicago,74,0.00
54.180.158.228,2053,0,false,ORD,North America,Chicago,75,0.00
35.78.105.160,8880,0,false,ORD,North America,Chicago,75,0.00
43.207.224.114,2083,0,false,ORD,North America,Chicago,75,0.00
35.78.83.0,2095,0,false,ORD,North America,Chicago,75,0.00
52.79.248.104,8080,0,false,ORD,North America,Chicago,75,0.00
52.195.186.96,8443,0,false,ORD,North America,Chicago,75,0.00
43.207.200.148,2053,0,false,ORD,North America,Chicago,75,0.00
13.208.46.179,2096,0,false,ORD,North America,Chicago,75,0.00
13.126.172.123,8880,0,false,ORD,North America,Chicago,75,0.00
35.78.203.139,443,0,false,ORD,North America,Chicago,75,0.00
35.78.77.61,2082,0,false,ORD,North America,Chicago,75,0.00
35.78.77.61,2053,0,false,ORD,North America,Chicago,75,0.00
13.125.174.99,8080,0,false,ORD,North America,Chicago,75,0.00
35.78.203.139,80,0,false,ORD,North America,Chicago,75,0.00
52.195.188.239,8880,0,false,ORD,North America,Chicago,75,0.00
43.207.200.148,2096,0,false,ORD,North America,Chicago,75,0.00
13.124.14.112,2083,0,false,ORD,North America,Chicago,75,0.00
35.78.109.235,2086,0,false,ORD,North America,Chicago,75,0.00
13.124.14.112,443,0,false,ORD,North America,Chicago,75,0.00
13.124.156.22,2086,0,false,ORD,North America,Chicago,75,0.00
52.195.188.239,2082,0,false,ORD,North America,Chicago,75,0.00
35.78.203.139,2052,0,false,ORD,North America,Chicago,75,0.00
3.39.235.191,2095,0,false,ORD,North America,Chicago,75,0.00
13.125.127.188,8443,0,false,ORD,North America,Chicago,75,0.00
15.168.11.38,2083,0,false,ORD,North America,Chicago,75,0.00
43.207.200.148,8080,0,false,ORD,North America,Chicago,75,0.00
13.208.164.47,443,0,false,ORD,North America,Chicago,75,0.00
3.38.115.25,2082,0,false,ORD,North America,Chicago,76,0.00
52.195.188.239,2096,0,false,ORD,North America,Chicago,76,0.00
35.78.105.160,2086,0,false,ORD,North America,Chicago,76,0.00
35.78.203.139,2095,0,false,ORD,North America,Chicago,76,0.00
54.249.77.109,443,0,false,ORD,North America,Chicago,76,0.00
43.207.224.114,443,0,false,ORD,North America,Chicago,76,0.00
54.250.34.224,2082,0,false,ORD,North America,Chicago,76,0.00
54.180.137.28,443,0,false,ORD,North America,Chicago,76,0.00
13.115.97.47,2053,0,false,ORD,North America,Chicago,76,0.00
54.249.77.109,2053,0,false,ORD,North America,Chicago,76,0.00
54.249.77.109,8443,0,false,ORD,North America,Chicago,76,0.00
15.165.235.179,8443,0,false,ORD,North America,Chicago,76,0.00
54.180.154.164,8080,0,false,ORD,North America,Chicago,76,0.00
54.180.137.28,2086,0,false,ORD,North America,Chicago,76,0.00
43.206.104.239,8880,0,false,ORD,North America,Chicago,76,0.00
54.180.154.164,8443,0,false,ORD,North America,Chicago,76,0.00
54.180.154.164,2082,0,false,ORD,North America,Chicago,76,0.00
35.78.109.235,2083,0,false,ORD,North America,Chicago,76,0.00
13.124.14.112,8880,0,false,ORD,North America,Chicago,76,0.00
43.206.104.239,2096,0,false,ORD,North America,Chicago,76,0.00
54.180.137.28,8880,0,false,ORD,North America,Chicago,76,0.00
13.114.22.141,2086,0,false,ORD,North America,Chicago,76,0.00
54.180.158.228,443,0,false,ORD,North America,Chicago,76,0.00
54.180.137.28,2082,0,false,ORD,North America,Chicago,76,0.00
54.180.158.228,80,0,false,ORD,North America,Chicago,76,0.00
35.78.203.139,2096,0,false,ORD,North America,Chicago,76,0.00
13.114.22.141,8880,0,false,ORD,North America,Chicago,76,0.00
54.248.202.102,8080,0,false,ORD,North America,Chicago,76,0.00
13.125.195.4,2095,0,false,ORD,North America,Chicago,76,0.00
3.38.255.4,8880,0,false,ORD,North America,Chicago,76,0.00
54.180.158.228,2083,0,false,ORD,North America,Chicago,76,0.00
3.36.49.56,443,0,false,ORD,North America,Chicago,76,0.00
54.180.137.28,2087,0,false,ORD,North America,Chicago,76,0.00
52.79.248.104,8880,0,false,ORD,North America,Chicago,76,0.00
13.125.174.99,2087,0,false,ORD,North America,Chicago,76,0.00
13.125.127.188,2095,0,false,ORD,North America,Chicago,76,0.00
13.125.127.188,80,0,false,ORD,North America,Chicago,76,0.00
13.124.4.229,2086,0,false,ORD,North America,Chicago,77,0.00
54.180.158.228,8880,0,false,ORD,North America,Chicago,77,0.00
3.35.217.93,8080,0,false,ORD,North America,Chicago,77,0.00
54.248.202.102,2095,0,false,ORD,North America,Chicago,77,0.00
3.35.217.93,8443,0,false,ORD,North America,Chicago,77,0.00
35.78.83.0,8443,0,false,ORD,North America,Chicago,77,0.00
13.124.4.229,2095,0,false,ORD,North America,Chicago,77,0.00
43.207.224.114,2082,0,false,ORD,North America,Chicago,77,0.00
13.125.152.55,2095,0,false,ORD,North America,Chicago,77,0.00
3.36.49.56,2053,0,false,ORD,North America,Chicago,77,0.00
13.124.156.22,443,0,false,ORD,North America,Chicago,77,0.00
54.180.137.28,2052,0,false,ORD,North America,Chicago,77,0.00
3.36.49.56,2082,0,false,ORD,North America,Chicago,77,0.00
15.168.14.187,80,0,false,ORD,North America,Chicago,77,0.00
13.124.56.123,8080,0,false,ORD,North America,Chicago,77,0.00
35.78.83.0,2082,0,false,ORD,North America,Chicago,77,0.00
13.125.195.4,2086,0,false,ORD,North America,Chicago,77,0.00
43.207.200.148,8880,0,false,ORD,North America,Chicago,77,0.00
3.38.255.4,2086,0,false,ORD,North America,Chicago,77,0.00
54.180.154.164,2096,0,false,ORD,North America,Chicago,77,0.00
13.125.174.99,80,0,false,ORD,North America,Chicago,77,0.00
3.35.217.93,2052,0,false,ORD,North America,Chicago,77,0.00
13.124.4.229,8443,0,false,ORD,North America,Chicago,77,0.00
43.206.104.239,2086,0,false,ORD,North America,Chicago,77,0.00
13.208.244.75,8080,0,false,ORD,North America,Chicago,77,0.00
43.207.224.114,8443,0,false,ORD,North America,Chicago,77,0.00
15.168.11.38,8080,0,false,ORD,North America,Chicago,77,0.00
13.125.195.4,8080,0,false,ORD,North America,Chicago,77,0.00
54.180.158.228,2052,0,false,ORD,North America,Chicago,77,0.00
13.124.4.229,2083,0,false,ORD,North America,Chicago,77,0.00
15.168.14.57,2052,0,false,ORD,North America,Chicago,77,0.00
15.168.38.180,443,0,false,ORD,North America,Chicago,77,0.00
13.125.152.55,2087,0,false,ORD,North America,Chicago,77,0.00
15.168.12.134,8080,0,false,ORD,North America,Chicago,77,0.00
52.79.164.240,8080,0,false,ORD,North America,Chicago,77,0.00
52.79.248.104,2087,0,false,ORD,North America,Chicago,77,0.00
13.208.244.75,2083,0,false,ORD,North America,Chicago,77,0.00
13.125.174.99,2096,0,false,ORD,North America,Chicago,77,0.00
13.125.152.55,2082,0,false,ORD,North America,Chicago,77,0.00
15.168.9.77,2087,0,false,ORD,North America,Chicago,77,0.00
15.168.164.155,2053,0,false,ORD,North America,Chicago,77,0.00
43.207.224.114,2096,0,false,ORD,North America,Chicago,77,0.00
13.208.168.179,2096,0,false,ORD,North America,Chicago,77,0.00
15.168.11.38,443,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2087,0,false,ORD,North America,Chicago,78,0.00
15.168.14.187,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.176.216,2082,0,false,ORD,North America,Chicago,78,0.00
15.168.9.77,2086,0,false,ORD,North America,Chicago,78,0.00
52.79.164.240,2053,0,false,ORD,North America,Chicago,78,0.00
13.124.56.123,2052,0,false,ORD,North America,Chicago,78,0.00
52.79.164.240,8880,0,false,ORD,North America,Chicago,78,0.00
15.152.31.153,8443,0,false,ORD,North America,Chicago,78,0.00
43.207.224.114,8880,0,false,ORD,North America,Chicago,78,0.00
3.36.49.56,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.73.164,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.38.7,2052,0,false,ORD,North America,Chicago,78,0.00
15.168.62.140,8080,0,false,ORD,North America,Chicago,78,0.00
43.207.224.114,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.168.179,8880,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,80,0,false,ORD,North America,Chicago,78,0.00
13.125.195.4,2082,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.11.38,8880,0,false,ORD,North America,Chicago,78,0.00
43.204.235.10,2083,0,false,ORD,North America,Chicago,78,0.00
13.124.156.22,80,0,false,ORD,North America,Chicago,78,0.00
13.208.46.179,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.14.57,2095,0,false,ORD,North America,Chicago,78,0.00
3.36.49.56,2052,0,false,ORD,North America,Chicago,78,0.00
3.36.49.56,2083,0,false,ORD,North America,Chicago,78,0.00
15.168.60.51,2082,0,false,ORD,North America,Chicago,78,0.00
15.165.235.179,80,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,2096,0,false,ORD,North America,Chicago,78,0.00
43.206.104.239,2083,0,false,ORD,North America,Chicago,78,0.00
13.114.22.141,2083,0,false,ORD,North America,Chicago,78,0.00
3.38.150.199,8080,0,false,ORD,North America,Chicago,78,0.00
13.125.195.4,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,2087,0,false,ORD,North America,Chicago,78,0.00
52.79.248.104,2096,0,false,ORD,North America,Chicago,78,0.00
15.168.60.51,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,8080,0,false,ORD,North America,Chicago,78,0.00
13.208.192.103,8443,0,false,ORD,North America,Chicago,78,0.00
15.152.31.153,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.62.140,80,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,80,0,false,ORD,North America,Chicago,78,0.00
52.79.248.104,2083,0,false,ORD,North America,Chicago,78,0.00
13.208.192.103,2082,0,false,ORD,North America,Chicago,78,0.00
52.79.248.104,2086,0,false,ORD,North America,Chicago,78,0.00
15.168.14.187,8080,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,8880,0,false,ORD,North America,Chicago,78,0.00
15.168.38.180,8880,0,false,ORD,North America,Chicago,78,0.00
13.125.152.55,80,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2086,0,false,ORD,North America,Chicago,78,0.00
13.208.241.69,80,0,false,ORD,North America,Chicago,78,0.00
15.168.14.187,2053,0,false,ORD,North America,Chicago,78,0.00
15.168.136.228,80,0,false,ORD,North America,Chicago,78,0.00
43.206.104.239,2095,0,false,ORD,North America,Chicago,78,0.00
15.168.60.51,443,0,false,ORD,North America,Chicago,78,0.00
15.168.142.181,2053,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,2096,0,false,ORD,North America,Chicago,78,0.00
13.208.183.220,443,0,false,ORD,North America,Chicago,78,0.00
15.168.60.51,2083,0,false,ORD,North America,Chicago,78,0.00
