IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
131.186.43.207,2082,2082,false,LAX,North America,Los Angeles,201,0.00
131.186.47.223,2095,2095,false,SIN,Asia Pacific,Singapore,201,0.00
131.186.60.162,8880,8880,false,SIN,Asia Pacific,Singapore,201,0.00
131.186.63.127,2095,2095,false,SIN,Asia Pacific,Singapore,202,0.00
150.230.216.34,8880,0,false,SIN,Asia Pacific,Singapore,202,0.00
131.186.44.38,2082,2082,false,SIN,Asia Pacific,Singapore,202,0.00
131.186.44.38,2095,0,false,LAX,North America,Los Angeles,202,0.00
131.186.37.49,2052,2052,false,SIN,Asia Pacific,Singapore,202,0.00
131.186.62.26,2086,2086,false,SIN,Asia Pacific,Singapore,202,0.00
131.186.63.127,2096,0,true,SIN,Asia Pacific,Singapore,202,0.00
131.186.34.244,2083,0,true,SIN,Asia Pacific,Singapore,202,0.00
131.186.34.244,80,80,false,LAX,North America,Los Angeles,202,0.00
131.186.63.184,2095,0,false,LAX,North America,Los Angeles,203,0.00
150.230.200.210,2082,0,false,SIN,Asia Pacific,Singapore,203,0.00
132.145.120.115,8080,8080,false,SIN,Asia Pacific,Singapore,203,0.00
131.186.63.127,8880,8880,false,LAX,North America,Los Angeles,204,0.00
131.186.43.107,2082,2082,false,SIN,Asia Pacific,Singapore,205,0.00
132.145.113.148,8880,8880,false,SIN,Asia Pacific,Singapore,206,0.00
141.147.168.13,2095,2095,false,SIN,Asia Pacific,Singapore,206,0.00
132.145.114.14,2082,2082,false,SIN,Asia Pacific,Singapore,207,0.00
131.186.36.248,2086,2086,false,SIN,Asia Pacific,Singapore,207,0.00
158.101.142.103,8443,8443,true,LAX,North America,Los Angeles,208,0.00
141.147.109.155,443,0,true,FRA,Europe,Frankfurt,208,0.00
132.145.120.197,2082,2082,false,SIN,Asia Pacific,Singapore,209,0.00
150.230.208.83,2086,0,false,SIN,Asia Pacific,Singapore,209,0.00
132.145.113.148,2086,2086,false,SIN,Asia Pacific,Singapore,212,0.00
192.18.159.129,443,443,true,YYZ,North America,Toronto,223,0.00
138.2.10.251,8443,8443,true,SIN,Asia Pacific,Singapore,224,0.00
168.138.111.46,80,0,false,SYD,Oceania,Sydney,224,0.00
132.226.6.5,2086,0,false,LAX,North America,Los Angeles,231,0.00
168.138.194.74,443,443,true,NRT,Asia Pacific,Tokyo,231,0.00
131.186.63.127,2086,0,false,LAX,North America,Los Angeles,232,0.00
168.138.15.75,443,0,true,MEL,Oceania,Melbourne,235,0.00
129.213.150.205,80,0,false,IAD,North America,Ashburn,239,0.00
158.179.186.251,2082,2082,false,LAX,North America,Los Angeles,240,0.00
141.147.46.112,443,443,true,FRA,Europe,Frankfurt,242,0.00
150.136.7.217,443,0,true,IAD,North America,Ashburn,250,0.00
129.146.243.241,443,0,true,LAX,North America,Los Angeles,255,0.00
192.18.150.121,443,0,true,YYZ,North America,Toronto,283,0.00
192.18.149.159,8080,443,true,YYZ,North America,Toronto,314,0.00
129.153.120.171,443,443,true,LAX,North America,Los Angeles,331,0.00
146.235.199.6,443,443,true,SJC,North America,San Jose,394,0.00
146.235.231.168,443,443,true,SJC,North America,San Jose,529,0.00
146.235.200.252,80,0,false,SJC,North America,San Jose,703,0.00
